#GPSstart GPSend GMSTstart GMSTend
1135198728.0 1135200145.0 36788.91683881363 36789.0201680952
1135200269.0 1135205052.0 36789.0292103197 36789.37799222158
1135205459.0 1135234150.0 36789.40767113057 36791.49985209072
1135238505.0 1135271487.0 36791.8174237388 36794.22250938888
1135436842.0 1135437030.0 36806.28038756063 36806.29409674037
1135445947.0 1135446251.0 36806.94433471076 36806.96650274301
1135466343.0 1135466883.0 36808.43163465863 36808.471012084825
1135466946.0 1135496456.0 36808.475606119304 36810.627509507096
1135516832.0 1135518960.0 36812.11335103382 36812.268527259555
1135519686.0 1135545798.0 36812.32146802104 36814.22558531236
1135545856.0 1135559189.0 36814.22981474009 36815.20207254566
1135559951.0 1135561114.0 36815.25763846927 36815.34244577729
1135575412.0 1135586799.0 36816.385072503515 36817.215425735565
1135591835.0 1135594919.0 36817.58265669025 36817.80754554098
1135617054.0 1135618455.0 36819.42165538813 36819.52381792869
1135624463.0 1135651273.0 36819.96192824938 36821.91694451201
1135664662.0 1135665510.0 36822.893285903774 36822.955123045285
1135669800.0 1135669839.0 36823.26795481444 36823.2707987418
1135677124.0 1135683893.0 36823.80202938149 36824.295632702095
1135689569.0 1135698459.0 36824.70953320037 36825.35780229844
1135709180.0 1135709384.0 36826.13959003826 36826.15446595607
1135709419.0 1135709430.0 36826.157018197446 36826.15782032878
1135709466.0 1135717343.0 36826.16044549091 36826.734845457024
1135736971.0 1135739089.0 36828.16614195669 36828.32058897187
1135740222.0 1135753164.0 36828.403208642325 36829.34695427699
1135753468.0 1135755777.0 36829.36912230923 36829.5374972635
1135776624.0 1135788493.0 36831.057684657375 36831.92318588791
1135788656.0 1135797940.0 36831.935072036824 36832.61207207396
1135799649.0 1135805676.0 36832.73669433275 36833.176190156744
1135818067.0 1135822800.0 36834.07975623094 36834.42489207414
1135822949.0 1135843684.0 36834.43575732651 36835.94777755093
1135844166.0 1135844217.0 36835.982925549404 36835.986644525925
1135852919.0 1135879736.0 36836.62120445013 36838.5767311581
1135881974.0 1135891952.0 36838.73992871177 36839.46753603129
1135892729.0 1135898693.0 36839.52419577222 36839.95909756173
1135913297.0 1135924188.0 36841.024038158794 36841.81822249875
1135924863.0 1135925298.0 36841.867444280775 36841.89916498285
1135925932.0 1135932476.0 36841.945396998926 36842.42259305983
1135933177.0 1135940911.0 36842.47371079343 36843.037683031755
1135941961.0 1135943020.0 36843.114250249535 36843.19147375713
1135948379.0 1135957339.0 36843.58225824443 36844.23563182524
1135968760.0 1135975834.0 36845.06846437791 36845.58430865152
1135980518.0 1135991814.0 36845.92587135973 36846.74958876715
1136010206.0 1136011604.0 36848.09075471376 36848.19269849496
1136011698.0 1136015277.0 36848.1995530819 36848.46053790982
1136106430.0 1136109246.0 36855.107520276135 36855.31286625675
1136117663.0 1136121623.0 36855.92664364907 36856.21541143733
1136121782.0 1136122686.0 36856.22700590026 36856.29292662797
1136192572.0 1136193161.0 36861.38909471563 36861.43204527683
1136194647.0 1136200611.0 36861.540406120395 36861.97530790991
1136206040.0 1136208197.0 36862.371196879954 36862.52848781662
1136208246.0 1136217629.0 36862.532060954545 36863.216280185356
1136262498.0 1136267888.0 36866.48817964848 36866.881224694116
1136267980.0 1136291598.0 36866.88793343951 36868.61018536207
1136292979.0 1136295892.0 36868.71088948151 36868.92330881721
1136353308.0 1136372467.0 36873.11015005519 36874.50724653216
1136374205.0 1136376123.0 36874.63398350776 36874.77384628818
1136376521.0 1136378940.0 36874.80286891029 36874.97926519249
1136379543.0 1136388259.0 36875.02323665023 36875.65881746805
1136388850.0 1136399182.0 36875.701913873716 36876.45533528417
1136400504.0 1136406488.0 36876.55173705511 36876.98809726868
1136407016.0 1136408548.0 36877.02659963987 36877.13831485613
1136426067.0 1136428437.0 36878.41582063042 36878.58864377763
1136430914.0 1136430970.0 36878.76926948756 36878.77335307082
1136449869.0 1136458937.0 36880.15149004672 36880.81273911395
1136459624.0 1136462440.0 36880.86283594807 36881.068181931616
