   9.0000000e+00	   1.7360779e-21
   9.0203998e+00	   2.1708083e-21
   9.0408458e+00	   2.9160887e-21
   9.0613382e+00	   4.4873528e-21
   9.0818770e+00	   9.9534749e-21
   9.1024624e+00	   4.1362638e-20
   9.1230944e+00	   6.6209432e-21
   9.1437733e+00	   3.5706222e-21
   9.1644989e+00	   2.4318707e-21
   9.1852716e+00	   1.8368537e-21
   9.2060913e+00	   1.4714229e-21
   9.2269583e+00	   1.2243496e-21
   9.2478725e+00	   1.0462626e-21
   9.2688341e+00	   9.1189619e-22
   9.2898433e+00	   8.0697861e-22
   9.3109000e+00	   7.2283892e-22
   9.3320045e+00	   6.5390499e-22
   9.3531568e+00	   5.9643274e-22
   9.3743571e+00	   5.4781329e-22
   9.3956054e+00	   5.0617302e-22
   9.4169019e+00	   4.7013159e-22
   9.4382467e+00	   4.3864963e-22
   9.4596398e+00	   4.1092956e-22
   9.4810815e+00	   3.8634918e-22
   9.5025717e+00	   3.6441594e-22
   9.5241107e+00	   3.4473484e-22
   9.5456984e+00	   3.2698543e-22
   9.5673351e+00	   3.1090499e-22
   9.5890209e+00	   2.9627613e-22
   9.6107557e+00	   2.8291738e-22
   9.6325399e+00	   2.7067609e-22
   9.6543734e+00	   2.5942290e-22
   9.6762565e+00	   2.4904746e-22
   9.6981891e+00	   2.3945509e-22
   9.7201714e+00	   2.3056411e-22
   9.7422036e+00	   2.2230363e-22
   9.7642857e+00	   2.1461184e-22
   9.7864179e+00	   2.0743464e-22
   9.8086002e+00	   2.0072442e-22
   9.8308328e+00	   1.9443917e-22
   9.8531158e+00	   1.8854165e-22
   9.8754493e+00	   1.8299875e-22
   9.8978334e+00	   1.7778092e-22
   9.9202683e+00	   1.7286171e-22
   9.9427540e+00	   1.6821737e-22
   9.9652907e+00	   1.6382652e-22
   9.9878784e+00	   1.5966988e-22
   1.0010517e+01	   1.5573003e-22
   1.0033208e+01	   1.5199117e-22
   1.0055949e+01	   1.4843892e-22
   1.0078743e+01	   1.4506020e-22
   1.0101588e+01	   1.4184304e-22
   1.0124484e+01	   1.3877650e-22
   1.0147433e+01	   1.3585058e-22
   1.0170433e+01	   1.3305610e-22
   1.0193486e+01	   1.3038460e-22
   1.0216591e+01	   1.2782832e-22
   1.0239749e+01	   1.2538011e-22
   1.0262958e+01	   1.2303333e-22
   1.0286221e+01	   1.2078187e-22
   1.0309536e+01	   1.1862008e-22
   1.0332904e+01	   1.1654271e-22
   1.0356325e+01	   1.1454490e-22
   1.0379799e+01	   1.1262213e-22
   1.0403327e+01	   1.1077018e-22
   1.0426907e+01	   1.0898516e-22
   1.0450541e+01	   1.0726340e-22
   1.0474229e+01	   1.0560152e-22
   1.0497970e+01	   1.0399634e-22
   1.0521765e+01	   1.0244489e-22
   1.0545615e+01	   1.0094440e-22
   1.0569518e+01	   9.9492265e-23
   1.0593475e+01	   9.8086061e-23
   1.0617487e+01	   9.6723508e-23
   1.0641553e+01	   9.5402468e-23
   1.0665673e+01	   9.4120931e-23
   1.0689849e+01	   9.2877013e-23
   1.0714079e+01	   9.1668939e-23
   1.0738364e+01	   9.0495044e-23
   1.0762704e+01	   8.9353759e-23
   1.0787099e+01	   8.8243604e-23
   1.0811549e+01	   8.7163188e-23
   1.0836055e+01	   8.6111195e-23
   1.0860617e+01	   8.5086388e-23
   1.0885234e+01	   8.4087598e-23
   1.0909907e+01	   8.3113720e-23
   1.0934636e+01	   8.2163709e-23
   1.0959421e+01	   8.1236580e-23
   1.0984262e+01	   8.0331397e-23
   1.1009159e+01	   7.9447278e-23
   1.1034113e+01	   7.8583388e-23
   1.1059124e+01	   7.7738933e-23
   1.1084191e+01	   7.6913161e-23
   1.1109315e+01	   7.6105362e-23
   1.1134495e+01	   7.5314858e-23
   1.1159733e+01	   7.4541010e-23
   1.1185028e+01	   7.3783208e-23
   1.1210381e+01	   7.3040875e-23
   1.1235791e+01	   7.2313459e-23
   1.1261258e+01	   7.1600438e-23
   1.1286784e+01	   7.0901315e-23
   1.1312367e+01	   7.0215617e-23
   1.1338008e+01	   6.9542893e-23
   1.1363707e+01	   6.8882715e-23
   1.1389465e+01	   6.8234672e-23
   1.1415280e+01	   6.7598374e-23
   1.1441155e+01	   6.6973451e-23
   1.1467088e+01	   6.6359547e-23
   1.1493080e+01	   6.5756323e-23
   1.1519130e+01	   6.5163455e-23
   1.1545240e+01	   6.4580633e-23
   1.1571409e+01	   6.4007563e-23
   1.1597637e+01	   6.3443960e-23
   1.1623925e+01	   6.2889556e-23
   1.1650272e+01	   6.2344089e-23
   1.1676679e+01	   6.1807312e-23
   1.1703146e+01	   6.1278987e-23
   1.1729673e+01	   6.0758886e-23
   1.1756260e+01	   6.0246791e-23
   1.1782907e+01	   5.9742490e-23
   1.1809615e+01	   5.9245784e-23
   1.1836383e+01	   5.8756477e-23
   1.1863212e+01	   5.8274384e-23
   1.1890102e+01	   5.7799326e-23
   1.1917052e+01	   5.7331131e-23
   1.1944064e+01	   5.6869634e-23
   1.1971137e+01	   5.6414674e-23
   1.1998271e+01	   5.5966098e-23
   1.2025467e+01	   5.5523759e-23
   1.2052725e+01	   5.5087513e-23
   1.2080044e+01	   5.4657223e-23
   1.2107425e+01	   5.4232755e-23
   1.2134868e+01	   5.3813982e-23
   1.2162374e+01	   5.3400779e-23
   1.2189941e+01	   5.2993026e-23
   1.2217572e+01	   5.2590608e-23
   1.2245264e+01	   5.2193413e-23
   1.2273020e+01	   5.1801331e-23
   1.2300839e+01	   5.1414258e-23
