GPSstart	GPSend	GMSTstart	GMSTend
1265777645.0	1265798519.0	40605.685834420736	40606.35546473808
1265802911.0	1265833014.0	40606.49635849844	40607.46205177443
1265852907.0	1265939075.0	40608.100211969075	40610.86445002526
1265944330.0	1266001217.0	40611.0330285113	40612.85794275211
1266003203.0	1266048005.0	40612.92165290878	40614.35888475115
1266053015.0	1266076129.0	40614.519603726425	40615.26109242792
1266115342.0	1266148888.0	40616.5190311859	40617.59517464789
1266149077.0	1266155520.0	40617.601237699055	40617.807926792404
1266155627.0	1266179877.0	40617.81135931343	40618.589290481184
1266179906.0	1266183768.0	40618.59022079062	40618.714112344016
1266191467.0	1266193830.0	40618.96109345991	40619.03689763927
1266196024.0	1266216960.0	40619.10728036018	40619.77889961494
1266216988.0	1266256462.0	40619.77979784474	40621.04610938766
1266268142.0	1266269393.0	40621.42079953361	40621.46093115798
1266271769.0	1266274865.0	40621.5371523726	40621.63647092498
1266280137.0	1266359523.0	40621.80559476483	40624.352268731134
1266362166.0	1266436886.0	40624.43705520851	40626.83404559425
1266446637.0	1266515968.0	40627.14685412277	40629.37096735128
1266515973.0	1266519668.0	40629.37112774945	40629.489662003674
1266546878.0	1266599045.0	40630.36254889334	40632.036047253256
1266599286.0	1266606012.0	40632.04377844548	40632.25954607576
1266611579.0	1266620832.0	40632.43813340816	40632.73496627807
1266621643.0	1266624188.0	40632.76098286269	40632.84262553576
1266624317.0	1266626311.0	40632.846763808775	40632.910730602525
1266635222.0	1266635738.0	40633.19659223699	40633.21314532906
1266635759.0	1266635809.0	40633.21381900141	40633.2154229832
1266635824.0	1266675790.0	40633.215904177734	40634.497998901454
1266675831.0	1266680717.0	40634.499314166525	40634.65605526696
1266706803.0	1266711494.0	40635.49288464601	40635.64337021747
1266711553.0	1266739258.0	40635.64526291598	40636.53402922536
1266739278.0	1266762903.0	40636.53467081807	40637.29255221346
1266763004.0	1266768050.0	40637.29579225667	40637.45766609884
1266768090.0	1266776629.0	40637.45894928427	40637.73287729422
1266776779.0	1266789705.0	40637.73768923959	40638.15235061173
1266792212.0	1266837777.0	40638.232774258635	40639.69448286311
1266837872.0	1266873246.0	40639.69753042851	40640.832315464715
1266887896.0	1266887913.0	40641.30228212894	40641.302827482745
1266888583.0	1266914068.0	40641.32432083872	40642.14187035666
1266921317.0	1266945266.0	40642.374415636456	40643.14269083383
1266952264.0	1266957643.0	40643.36718412505	40643.539740485925
1266964917.0	1267145362.0	40643.773087756614	40649.56169763556
1267145389.0	1267210813.0	40649.56256378572	40651.66134187722
1267216923.0	1267222131.0	40651.85734845186	40652.02441919502
1267222439.0	1267236878.0	40652.034299722836	40652.497497583914
1267237069.0	1267285575.0	40652.50362479435	40654.059679607664
1267338920.0	1267342629.0	40655.77096777853	40655.88995114765
1267354670.0	1267378461.0	40656.27622204212	40657.039428657044
1267379747.0	1267388779.0	40657.08068306866	40657.370426339054
1267400780.0	1267444164.0	40657.75541404809	40659.14715696692
