GPSstart	GPSend	GMSTstart	GMSTend
1242119951.0	1242119956.0	39846.75562742466	39846.75578782284
1242119961.0	1242119979.0	39846.75594822102	39846.75652565446
1242119984.0	1242119990.0	39846.75668605264	39846.756878530454
1242119996.0	1242120200.0	39846.75707100827	39846.76361525397
1242120205.0	1242120392.0	39846.76377565215	39846.76977454404
1242122550.0	1242123636.0	39846.83900239806	39846.87384088252
1242124676.0	1242150920.0	39846.90720370373	39847.749101665235
1242151493.0	1242152904.0	39847.76748329654	39847.81274766263
1242178245.0	1242178504.0	39848.62567771302	39848.63398633869
1242181955.0	1242186580.0	39848.744693161774	39848.893061477276
1242189378.0	1242237996.0	39848.982820298195	39850.54246803071
1242238600.0	1242300416.0	39850.56184413073	39852.54487889632
1242300497.0	1242399908.0	39852.547477346816	39855.73654601968
1242400054.0	1242436910.0	39855.741229646505	39856.92355670294
1242437036.0	1242485126.0	39856.92759873705	39858.47030842188
1242522323.0	1242533014.0	39859.66357463411	39860.00653802027
1242533024.0	1242535358.0	39860.00685881663	39860.08173268655
1242535512.0	1242558464.0	39860.08667295046	39860.822964750965
1242558502.0	1242567105.0	39860.82418377712	39861.10016488377
1242567213.0	1242590950.0	39861.10362948443	39861.86510379902
1242593626.0	1242624762.0	39861.95094890438	39862.949780444134
1242630594.0	1242661869.0	39863.13686888002	39864.14015948915
1242673222.0	1242674347.0	39864.5043595942	39864.54044918445
1242677826.0	1242678402.0	39864.65205423735	39864.67053210756
1242681900.0	1242773530.0	39864.782746673525	39867.72220370037
1242773673.0	1242867876.0	39867.72679108828	39870.74878901799
1242877868.0	1242892323.0	39871.06932873873	39871.53303987399
1242926892.0	1242934071.0	39872.64200080338	39872.87230050867
1242934327.0	1242939721.0	39872.880512895434	39873.05355045085
1242940681.0	1242941614.0	39873.0843469012	39873.114277201385
1242945997.0	1242946076.0	39873.254882245026	39873.25741653625
1242947383.0	1242949077.0	39873.29934462022	39873.35368752324
1242959589.0	1242966615.0	39873.69090865459	39873.91630017561
1242966826.0	1242986292.0	39873.92306897876	39874.54753116892
1242997801.0	1243018028.0	39874.91673569715	39875.56561049014
1243053824.0	1243089923.0	39876.71393313265	39877.871975904796
1243090503.0	1243090780.0	39877.89058209355	39877.89946815266
1243117121.0	1243178596.0	39878.74447783883	39880.71657344862
1243217561.0	1243242750.0	39881.96655645692	39882.77461040267
1243254519.0	1243266723.0	39883.152155636206	39883.543655511305
1243266965.0	1243267782.0	39883.551418783165	39883.5776278456
1243278913.0	1243318496.0	39883.93470627151	39885.20451449472
1243318594.0	1243321143.0	39885.20765829903	39885.28942929064
1243330884.0	1243361067.0	39885.60191702281	39886.57017666966
1243393026.0	1243509652.0	39887.595409749665	39891.336729352544
1243518141.0	1243551681.0	39891.60905338071	39892.68500436488
1243560606.0	1243627227.0	39892.97131511425	39895.10849252978
1243627776.0	1243659044.0	39895.12610424982	39896.1291703015
1243668368.0	1243673388.0	39896.428280825545	39896.58932059718
1243673475.0	1243694923.0	39896.59211152549	39897.28015555377
1243734058.0	1243734188.0	39898.53559210016	39898.53976245281
1243736089.0	1243754496.0	39898.600745840435	39899.1912356963
1243754584.0	1243786890.0	39899.19405870425	39900.230423417874
1243819505.0	1243831320.0	39901.27670073895	39901.65572163573
1243831490.0	1243843263.0	39901.66117517381	39902.03884872589
1243843264.0	1243843271.0	39902.03888080553	39902.03910536298
1243843273.0	1243843284.0	39902.03916952225	39902.03952239824
1243843285.0	1243843291.0	39902.03955447788	39902.03974695569
1243843292.0	1243843293.0	39902.03977903533	39902.03981111496
1243843294.0	1243843295.0	39902.0398431946	39902.03987527423
1243843296.0	1243843297.0	39902.03990735387	39902.03993943351
1243843298.0	1243843301.0	39902.03997151314	39902.04006775205
1243843304.0	1243843308.0	39902.04016399096	39902.0402923095
1243843311.0	1243843313.0	39902.04038854841	39902.04045270768
1243843314.0	1243843317.0	39902.040484787314	39902.040581026224
1243843320.0	1243843321.0	39902.04067726513	39902.040709344765
1243843322.0	1243843323.0	39902.040741424404	39902.040773504035
1243843324.0	1243843326.0	39902.040805583674	39902.040869742945
1243843338.0	1243843340.0	39902.041254698575	39902.041318857846
1243843346.0	1243843347.0	39902.04151133566	39902.0415434153
1243843352.0	1243843353.0	39902.04170381348	39902.04173589311
1243843356.0	1243843357.0	39902.04183213202	39902.04186421166
1243844005.0	1243844196.0	39902.06265181564	39902.06877902608
1243850693.0	1243851971.0	39902.27720041976	39902.31819819429
1243855214.0	1243882687.0	39902.42223245314	39903.30355628701
1243882827.0	1243887650.0	39903.308047436025	39903.46276751941
1243888250.0	1243900790.0	39903.482015300884	39903.8842939336
1243908074.0	1243913380.0	39904.11796200065	39904.28817654812
1243913940.0	1243939259.0	39904.30614114416	39905.118365442555
1243944229.0	1243961165.0	39905.277801232405	39905.82110194403
1243961173.0	1243964922.0	39905.82135858112	39905.94162513567
1243964961.0	1243975901.0	39905.94287624146	39906.29382745693
1243981178.0	1243983312.0	39906.46311169496	39906.53156963773
1243983627.0	1243987968.0	39906.541674723	39906.680932421936
1243988023.0	1244076203.0	39906.6826968019	39909.51147908528
1244082982.0	1244221152.0	39909.72894693626	39914.16139021246
1244246160.0	1244254090.0	39914.963637744135	39915.21802925589
1244254183.0	1244295515.0	39915.22101266202	39916.54692816822
1244324426.0	1244325160.0	39917.47438251836	39917.497928971025
1244331126.0	1244367166.0	39917.68931607811	39918.84546615174
1244367284.0	1244380887.0	39918.84925154877	39919.285630834325
1244398860.0	1244404824.0	39919.86219812826	39920.05352107607
1244419982.0	1244450921.0	39920.53978419528	39921.53229604678
1244451005.0	1244463553.0	39921.53499073619	39921.937526006004
1244463704.0	1244464727.0	39921.94237003101	39921.975187498414
1244464826.0	1244471326.0	39921.97836338235	39922.186881014946
1244471450.0	1244485910.0	39922.190858889786	39922.65473042321
1244486000.0	1244498946.0	39922.657617590434	39923.072920555285
1244499330.0	1244507117.0	39923.08523913543	39923.33504325927
1244522894.0	1244535204.0	39923.84116367302	39924.23606398952
1244535298.0	1244537226.0	39924.23907947529	39924.30092901307
1244537372.0	1244566327.0	39924.3056126399	39925.23447849401
1244566465.0	1244566494.0	39925.23890548375	39925.23983579318
1244568254.0	1244568746.0	39925.29629595216	39925.31207913297
1244575527.0	1244580332.0	39925.52961114322	39925.68375379316
1244593947.0	1244669435.0	39926.120518034346	39928.542145580366
1244669640.0	1244672221.0	39928.5487219057	39928.63151944566
1244693651.0	1244697896.0	39929.3189860405	39929.4551640944
1244697943.0	1244697958.0	39929.45667183728	39929.45715303182
1244698008.0	1244702027.0	39929.45875701361	39929.58768506982
1244702169.0	1244736806.0	39929.5922403781	39930.703382722735
1244744921.0	1244757112.0	39930.963708967116	39931.35479180695
1244761794.0	1244788130.0	39931.50498866169	39932.34983794968
1244788213.0	1244789620.0	39932.35250055945	39932.397636607
1244802792.0	1244807593.0	39932.82018956954	39932.974203900936
1244807673.0	1244820721.0	39932.9767702718	39933.3953453595
1244820811.0	1244835563.0	39933.39823252672	39933.871471313796
1244835706.0	1244839270.0	39933.87605870172	39933.99039052365
1244839428.0	1244856444.0	39933.9954591061	39934.54132618859
1244866699.0	1244900041.0	39934.87030285355	39935.93990206984
1244936268.0	1244958208.0	39937.10205103537	39937.80587824446
1244974702.0	1244978500.0	39938.33499975707	39938.45683821377
1244978566.0	1244999680.0	39938.45895546974	39939.13628489967
1244999698.0	1245000697.0	39939.136862333115	39939.16890988926
1245010150.0	1245011644.0	39939.47215868632	39939.52008566218
1245047186.0	1245085593.0	39940.660260077195	39941.89234264873
1245091566.0	1245106596.0	39942.08395431327	39942.566111239095
1245107774.0	1245109698.0	39942.603901050046	39942.66562226929
1245110216.0	1245113978.0	39942.682239520625	39942.802923110445
1245123511.0	1245144303.0	39943.108738278366	39943.775738065575
1245155831.0	1245182744.0	39944.14555210689	39945.00891134473
1245191873.0	1245239057.0	39945.3017663398	39946.8154118746
1245239160.0	1245242924.0	39946.81871607709	39946.93946382618
1245250589.0	1245297325.0	39947.185354234454	39948.68462809243
1245308615.0	1245367937.0	39949.04680718043	39950.94983533437
1245396780.0	1245489278.0	39951.875108269276	39954.84241041997
1245499381.0	1245509177.0	39955.16651098029	39955.480763092426
1245563275.0	1245607573.0	39957.21620722904	39958.637270934974
1245632502.0	1245633577.0	39959.436984175416	39959.471469783886
1245647318.0	1245650209.0	39959.912276059185	39960.00501828623
1245653507.0	1245663106.0	39960.11081692505	39960.41874934894
1245663269.0	1245708628.0	39960.42397832956	39961.87907852907
1245715717.0	1245726883.0	39962.106491067134	39962.46469228029
1245737762.0	1245760519.0	39962.81368663798	39963.543722909504
1245760603.0	1245760902.0	39963.54641759891	39963.556009410015
1245760941.0	1245778114.0	39963.55726051581	39964.10816410112
1245779895.0	1245802851.0	39964.16529793245	39964.90171805149
1245805563.0	1245808245.0	39964.988718023735	39965.0747556069
1245823743.0	1245843456.0	39965.57192580228	39966.20431166248
1245843740.0	1245892608.0	39966.21342227904	39967.78108992051
1245892663.0	1245948361.0	39967.78285430047	39969.56962585434
1245967228.0	1246040115.0	39970.174872342664	39972.51306075601
1246044869.0	1246057897.0	39972.66556734453	39973.083500839515
1246063270.0	1246069246.0	39973.25586472258	39973.44757262602
1246079821.0	1246084359.0	39973.78681477443	39973.932392161616
1246084502.0	1246114202.0	39973.93697954953	39974.8897447323
1246156599.0	1246164817.0	39976.24982505061	39976.51345549748
1246170213.0	1246200896.0	39976.68655721217	39977.67085667691
1246209957.0	1246224616.0	39977.96153025675	39978.431785637695
1246239224.0	1246249992.0	39978.90040495722	39979.24583847533
